Category;currency;sellerRating;Duration;endDay;ClosePrice;OpenPrice;Competitive?
Music/Movie/Game;US;3249;5;Mon;4,75;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;5,5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;5,52;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;5,52;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;6,01;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;6,5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;6,5;0,01;Yes
Home/Garden;GBP;29;7;Thu;11,6;0,02;Yes
Music/Movie/Game;US;3249;5;Mon;6,55;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;6,71;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;7;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;7;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;7,05;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;7,5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;7,5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;7,55;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;8,01;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;8,05;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;8,26;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;8,49;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;9,99;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;10;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;10;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;10,5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;10,5;0,01;Yes
Books;US;352;7;Sat;11,5;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;11,71;0,01;Yes
Collectibles;US;1;5;Tue;20,7;0,01;Yes
Collectibles;US;1;5;Fri;22;0,01;Yes
Collectibles;US;1;5;Fri;23,65;0,01;Yes
Collectibles;US;1;5;Tue;26;0,01;Yes
Music/Movie/Game;US;3249;5;Mon;27;0,01;Yes
Music/Movie/Game;GBP;1029;7;Thu;1,07;1,07;No
Toys/Hobbies;GBP;2991;7;Thu;2,16;0,54;Yes
Books;US;30;7;Mon;0,7;0,7;No
Music/Movie/Game;GBP;1029;7;Thu;1,25;1,25;No
Music/Movie/Game;GBP;1029;7;Thu;1,25;1,25;Yes
Music/Movie/Game;GBP;70;7;Thu;1,86;0,89;Yes
Collectibles;US;1;5;Tue;52,02;0,01;Yes
Electronics;US;4;5;Sat;62;0,01;Yes
Toys/Hobbies;GBP;2991;7;Thu;5,18;0,54;Yes
Automotive;US;793;3;Sat;0,99;0,99;Yes
Toys/Hobbies;US;3277;3;Sun;0,99;0,99;No
Toys/Hobbies;US;3277;3;Sun;0,99;0,99;No
Toys/Hobbies;US;3277;3;Sun;0,99;0,99;No
Music/Movie/Game;US;841;5;Mon;0,99;0,99;No
Music/Movie/Game;US;841;5;Mon;0,99;0,99;Yes
Music/Movie/Game;GBP;215;7;Thu;1,77;1,77;No
Collectibles;US;2695;7;Sat;0,99;0,99;No
Collectibles;US;2695;7;Sat;0,99;0,99;No
Toys/Hobbies;GBP;2991;7;Thu;1,77;1,77;No
Toys/Hobbies;GBP;2991;7;Thu;1,77;1,77;No
Music/Movie/Game;GBP;2991;7;Thu;1,77;1,77;No
Clothing/Accessories;GBP;2991;7;Thu;1,77;1,77;No
Coins/Stamps;GBP;3380;7;Thu;1,77;1,77;No
Coins/Stamps;GBP;3380;7;Thu;1,77;1,77;Yes
Computer;US;4790;7;Tue;0,99;0,99;No
Collectibles;US;743;3;Sat;1;1;Yes
Automotive;US;113;5;Sun;1;1;No
Antique/Art/Craft;EUR;158;5;Mon;1,23;1,23;No
Clothing/Accessories;EUR;865;5;Sat;1,23;1,23;No
Music/Movie/Game;EUR;1301;5;Fri;1,23;1,23;No
Business/Industrial;EUR;27;7;Sun;1,23;1,23;No
Clothing/Accessories;EUR;41;7;Thu;1,23;1,23;No
Jewelry;US;1317;7;Mon;1;1;Yes
Music/Movie/Game;EUR;1515;7;Mon;1,23;1,23;No
Antique/Art/Craft;EUR;1550;7;Mon;1,23;1,23;No
Antique/Art/Craft;EUR;1550;7;Mon;1,23;1,23;No
Antique/Art/Craft;EUR;1550;7;Wed;1,23;1,23;No
Electronics;EUR;1550;7;Sat;1,23;1,23;No
Music/Movie/Game;EUR;2162;7;Thu;1,23;1,23;Yes
Pottery/Glass;GBP;5292;7;Thu;1,78;1,78;No
Pottery/Glass;GBP;5292;7;Thu;1,78;1,78;No
Automotive;EUR;23;10;Wed;1,23;1,23;No
Home/Garden;EUR;54;10;Tue;1,23;1,23;No
SportingGoods;EUR;865;10;Wed;1,23;1,23;No
Books;EUR;1386;10;Sat;1,23;1,23;No
Music/Movie/Game;EUR;1645;10;Sun;1,23;1,23;No
Music/Movie/Game;EUR;2404;10;Sat;1,23;1,23;No
Music/Movie/Game;EUR;2638;10;Mon;1,23;1,23;No
Music/Movie/Game;EUR;2638;10;Tue;1,23;1,23;No
Music/Movie/Game;EUR;2638;10;Tue;1,23;1,23;No
Music/Movie/Game;EUR;3057;10;Mon;1,23;1,23;No
Computer;EUR;3375;10;Thu;1,23;1,23;No
Computer;EUR;3375;10;Thu;1,23;1,23;No
Music/Movie/Game;EUR;5701;10;Sun;1,23;1,23;No
Music/Movie/Game;EUR;5701;10;Sun;1,23;1,23;No
Collectibles;EUR;5701;10;Sun;1,23;1,23;Yes
Toys/Hobbies;GBP;2991;7;Thu;1,86;1,77;Yes
Home/Garden;GBP;53;7;Thu;2,14;1,77;Yes
Collectibles;US;2695;7;Sat;1,25;0,99;Yes
Toys/Hobbies;US;1124;7;Tue;1,25;1;Yes
Music/Movie/Game;GBP;1029;7;Thu;3,03;1,43;Yes
Home/Garden;GBP;53;7;Thu;2,57;1,77;Yes
Home/Garden;GBP;2991;7;Thu;2,57;1,77;Yes
Electronics;EUR;1550;7;Fri;1,84;1,23;Yes
Electronics;EUR;1550;7;Fri;1,84;1,23;Yes
Electronics;EUR;1550;7;Sat;1,84;1,23;Yes
Business/Industrial;EUR;743;10;Fri;1,84;1,23;Yes
Coins/Stamps;GBP;3380;7;Thu;2,23;2,23;No
Home/Garden;GBP;53;7;Thu;2,86;1,77;Yes
Home/Garden;GBP;53;7;Thu;3,02;1,77;Yes
Music/Movie/Game;GBP;215;7;Thu;3,03;1,76;Yes
Books;EUR;1553;10;Tue;1,71;1,71;No
Electronics;EUR;1550;7;Sat;2,46;1,23;Yes
Music/Movie/Game;EUR;2638;10;Tue;2,46;1,23;Yes
Music/Movie/Game;GBP;1148;3;Thu;3,93;1,77;Yes
Music/Movie/Game;GBP;118;7;Thu;3,93;1,77;Yes
Home/Garden;GBP;53;7;Thu;3,94;1,76;Yes
Books;GBP;201;7;Thu;2,66;2,66;No
Books;GBP;2731;7;Thu;2,66;2,66;No
Books;EUR;1553;10;Tue;1,83;1,83;No
Coins/Stamps;GBP;3380;7;Thu;2,68;2,68;No
Home/Garden;GBP;53;7;Thu;4,28;1,77;Yes
Music/Movie/Game;EUR;104;7;Mon;3,07;1,23;Yes
Music/Movie/Game;GBP;429;3;Thu;3,02;2,66;Yes
Home/Garden;GBP;53;7;Thu;4,64;1,77;Yes
Clothing/Accessories;GBP;77;7;Thu;4,82;1,77;Yes
Books;GBP;2731;7;Thu;3,57;2,66;Yes
Antique/Art/Craft;EUR;1553;10;Tue;2,46;1,83;Yes
Collectibles;EUR;221;7;Wed;3,69;1,23;Yes
Clothing/Accessories;EUR;41;10;Sun;3,69;1,23;Yes
Clothing/Accessories;EUR;41;10;Sun;3,69;1,23;Yes
Books;EUR;268;10;Sun;2,46;1,85;Yes
Music/Movie/Game;EUR;3057;10;Mon;3,75;1,23;Yes
Home/Garden;GBP;53;7;Thu;5,71;1,77;Yes
Home/Garden;GBP;53;7;Thu;5,71;1,77;Yes
Clothing/Accessories;GBP;2991;7;Thu;20,52;0,54;Yes
Clothing/Accessories;EUR;1661;7;Wed;4,33;1,23;Yes
Collectibles;GBP;1954;7;Thu;6,62;1,77;Yes
Music/Movie/Game;GBP;293;10;Thu;6,62;1,77;Yes
Music/Movie/Game;GBP;1148;3;Thu;6,66;1,77;Yes
Music/Movie/Game;US;841;5;Mon;4;0,99;Yes
Jewelry;EUR;72;1;Thu;2,45;2,45;No
Jewelry;EUR;72;1;Fri;2,45;2,45;No
Automotive;US;3114;3;Sat;1,99;1,99;No
Health/Beauty;EUR;70;7;Fri;2,45;2,45;No
Health/Beauty;EUR;70;7;Sat;2,45;2,45;No
Health/Beauty;EUR;70;7;Wed;2,45;2,45;No
Music/Movie/Game;EUR;205;7;Fri;2,45;2,45;No
Music/Movie/Game;EUR;205;7;Fri;2,45;2,45;No
Music/Movie/Game;EUR;205;7;Fri;2,45;2,45;No
Coins/Stamps;GBP;3380;7;Thu;3,55;3,55;No
Toys/Hobbies;US;3385;7;Sat;1,99;1,99;No
Toys/Hobbies;US;3385;7;Sat;1,99;1,99;No
Toys/Hobbies;US;3385;7;Sat;1,99;1,99;No
Home/Garden;EUR;5350;7;Sat;2,45;2,45;No
Home/Garden;EUR;5350;7;Mon;2,45;2,45;No
Toys/Hobbies;US;9003;7;Mon;1,99;1,99;No
Antique/Art/Craft;EUR;18;10;Sun;2,45;2,45;No
Antique/Art/Craft;EUR;18;10;Sun;2,45;2,45;Yes
Toys/Hobbies;EUR;300;10;Wed;2,45;2,45;No
Collectibles;EUR;578;10;Sun;2,45;2,45;No
Collectibles;EUR;578;10;Mon;2,45;2,45;No
Collectibles;EUR;578;10;Mon;2,45;2,45;No
Collectibles;EUR;884;10;Mon;2,45;2,45;Yes
Collectibles;EUR;1545;10;Mon;2,45;2,45;No
Collectibles;EUR;1545;10;Thu;2,45;2,45;No
Computer;EUR;2382;10;Sun;2,45;2,45;No
Antique/Art/Craft;EUR;2507;10;Sun;2,45;2,45;No
SportingGoods;EUR;4366;10;Mon;2,45;2,45;No
Electronics;EUR;5701;10;Fri;2,45;2,45;No
Music/Movie/Game;EUR;5701;10;Sun;2,45;2,45;No
Toys/Hobbies;EUR;5827;10;Wed;2,45;2,45;No
Toys/Hobbies;EUR;5827;10;Wed;2,45;2,45;No
Toys/Hobbies;EUR;5827;10;Wed;2,45;2,45;No
Music/Movie/Game;US;3277;3;Sun;2;2;Yes
Antique/Art/Craft;US;52;7;Fri;2;2;No
Home/Garden;GBP;376;7;Thu;3,57;3,57;No
Collectibles;US;2695;7;Sat;2;2;No
Collectibles;US;2696;7;Mon;2;2;No
Pottery/Glass;GBP;107;10;Thu;7,5;1,77;Yes
Home/Garden;GBP;53;7;Thu;7,51;1,77;Yes
Music/Movie/Game;US;841;5;Mon;4,25;0,99;Yes
Music/Movie/Game;US;841;5;Mon;4,25;0,99;Yes
Automotive;US;2162;5;Sun;2,24;1,99;Yes
Toys/Hobbies;US;3385;7;Sat;2,24;1,99;Yes
Music/Movie/Game;EUR;1301;7;Sun;5,6;1,23;Yes
Collectibles;US;5703;10;Sun;9,57;0,5;Yes
Collectibles;EUR;1545;10;Mon;3,06;2,45;Yes
Music/Movie/Game;EUR;205;7;Fri;3,07;2,44;Yes
Collectibles;EUR;1545;10;Mon;3,07;2,44;Yes
Jewelry;US;1124;3;Sun;2,5;2;Yes
Books;EUR;83;10;Fri;6,47;1,23;Yes
Coins/Stamps;GBP;3380;7;Thu;4,82;3,55;Yes
Music/Movie/Game;US;841;5;Mon;5,5;0,99;Yes
Music/Movie/Game;US;841;5;Mon;5,5;0,99;Yes
Music/Movie/Game;US;841;5;Mon;5,5;0,99;Yes
Music/Movie/Game;GBP;17;7;Thu;9,82;1,77;Yes
Toys/Hobbies;US;3385;7;Sat;2,75;1,99;Yes
Collectibles;EUR;442;10;Wed;6,76;1,23;Yes
Jewelry;EUR;5701;10;Mon;6,76;1,23;Yes
Collectibles;GBP;88;7;Thu;9,83;1,78;Yes
Toys/Hobbies;US;3385;7;Sat;2,8;1,99;Yes
Music/Movie/Game;US;3277;3;Sun;2,8;2;Yes
Automotive;EUR;526;10;Tue;6,89;1,23;Yes
Music/Movie/Game;US;841;5;Mon;6,01;0,99;Yes
Collectibles;EUR;1545;10;Tue;3,69;2,45;Yes
Electronics;EUR;5701;10;Wed;3,69;2,45;Yes
Computer;EUR;863;10;Fri;3,7;2,45;Yes
Automotive;EUR;526;10;Thu;7,39;1,23;Yes
Collectibles;EUR;1545;10;Mon;3,73;2,45;Yes
Home/Garden;EUR;1402;7;Fri;3,07;3,07;No
Music/Movie/Game;GBP;118;7;Thu;11,6;1,77;Yes
Music/Movie/Game;EUR;548;10;Tue;7,98;1,23;Yes
Automotive;EUR;526;10;Wed;7,99;1,23;Yes
Collectibles;EUR;433;5;Fri;4,06;2,45;Yes
Music/Movie/Game;EUR;205;7;Fri;4,37;2,45;Yes
Toys/Hobbies;US;35;1;Fri;710;0,01;Yes
Music/Movie/Game;GBP;17;7;Thu;12,94;1,77;Yes
Music/Movie/Game;GBP;105;7;Thu;5,16;4,45;Yes
Coins/Stamps;US;1054;5;Mon;9,38;0,77;Yes
Jewelry;US;225;7;Mon;750;0,01;Yes
Clothing/Accessories;EUR;18;10;Sun;9,22;1,23;Yes
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Toys/Hobbies;US;3385;7;Sat;2,75;2,75;No
Music/Movie/Game;US;841;5;Mon;8;0,99;Yes
Music/Movie/Game;GBP;105;7;Thu;5,71;4,44;Yes
Collectibles;EUR;578;10;Mon;4,93;2,45;Yes
Toys/Hobbies;GBP;293;10;Thu;5,71;4,46;Yes
SportingGoods;GBP;79;7;Thu;15,15;1,77;Yes
Computer;US;411;5;Mon;8,5;0,99;Yes
Collectibles;US;119;10;Sat;860;0,01;Yes
Coins/Stamps;GBP;3380;7;Thu;5,34;5,34;No
Coins/Stamps;GBP;3380;7;Thu;5,34;5,34;No
Coins/Stamps;GBP;3380;7;Thu;5,34;5,34;No
Antique/Art/Craft;US;3613;7;Sun;2,99;2,99;No
Antique/Art/Craft;US;4390;7;Fri;2,99;2,99;Yes
Coins/Stamps;US;5564;7;Fri;2,99;2,99;No
Coins/Stamps;US;5564;7;Fri;2,99;2,99;No
Collectibles;US;9003;7;Sun;2,99;2,99;No
SportingGoods;US;9003;7;Mon;2,99;2,99;No
Collectibles;US;25433;7;Sat;2,99;2,99;No
Toys/Hobbies;US;3277;3;Sun;3;3;No
Toys/Hobbies;US;3277;3;Sun;3;3;No
Toys/Hobbies;EUR;508;7;Sun;11,07;1,23;Yes
Antique/Art/Craft;EUR;618;7;Mon;3,69;3,69;No
Toys/Hobbies;EUR;5827;10;Wed;5,72;2,45;Yes
Music/Movie/Game;GBP;2991;7;Thu;55,33;0,54;Yes
Music/Movie/Game;US;471;5;Mon;9,5;0,99;Yes
Jewelry;US;743;3;Sat;9,72;1;Yes
Music/Movie/Game;GBP;1148;3;Thu;17,85;1,77;Yes
Music/Movie/Game;US;841;5;Mon;10;0,99;Yes
Collectibles;EUR;1545;10;Mon;6,15;2,45;Yes
Collectibles;EUR;1545;10;Mon;6,15;2,45;Yes
Toys/Hobbies;EUR;508;7;Sun;12,3;1,23;Yes
Music/Movie/Game;GBP;17;7;Thu;18,74;1,77;Yes
Music/Movie/Game;US;193;5;Sat;10,52;0,99;Yes
Toys/Hobbies;EUR;508;7;Sun;12,91;1,23;Yes
Music/Movie/Game;EUR;1853;7;Fri;4,3;3,69;Yes
Electronics;EUR;5701;10;Tue;6,76;2,45;Yes
Toys/Hobbies;US;3385;7;Sat;4;2,75;Yes
Business/Industrial;US;1266;7;Sun;3,35;3,35;No
Collectibles;EUR;1545;10;Tue;7,13;2,45;Yes
Home/Garden;EUR;266;5;Sat;14,28;1,23;Yes
Music/Movie/Game;GBP;105;7;Thu;8,39;4,44;Yes
Toys/Hobbies;EUR;3090;10;Tue;7,38;2,45;Yes
Antique/Art/Craft;US;945;7;Sun;3,49;3,49;No
Antique/Art/Craft;US;2349;10;Sun;20,5;0,6;Yes
Home/Garden;EUR;5701;10;Tue;15,37;1,23;Yes
Music/Movie/Game;GBP;197;7;Thu;7,5;5,36;Yes
Jewelry;US;1322;7;Tue;12,83;0,99;Yes
Jewelry;EUR;89;10;Wed;8,01;2,45;Yes
Toys/Hobbies;EUR;3090;10;Tue;8,01;2,45;Yes
Antique/Art/Craft;US;2349;7;Fri;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Fri;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Fri;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Sun;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Mon;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Mon;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Tue;3,6;3,6;No
Antique/Art/Craft;US;2349;7;Fri;3,85;3,6;Yes
Antique/Art/Craft;US;2349;7;Sun;3,85;3,6;Yes
Toys/Hobbies;US;3385;7;Sat;3,75;3,75;No
Toys/Hobbies;US;3385;7;Sat;3,75;3,75;No
Music/Movie/Game;GBP;105;7;Thu;10,08;4,44;Yes
Antique/Art/Craft;EUR;2507;7;Fri;8,71;2,45;Yes
SportingGoods;EUR;5701;10;Wed;8,76;2,45;Yes
Clothing/Accessories;EUR;37;3;Thu;17,83;1,23;Yes
Music/Movie/Game;EUR;915;5;Fri;17,86;1,23;Yes
Collectibles;EUR;1545;10;Mon;9,22;2,45;Yes
Home/Garden;EUR;71;7;Thu;18,58;1,23;Yes
Toys/Hobbies;US;9003;5;Sat;3,89;3,89;No
Jewelry;US;9003;7;Mon;3,89;3,89;No
Antique/Art/Craft;US;2349;7;Mon;4,24;3,6;Yes
Collectibles;EUR;578;10;Mon;9,47;2,45;Yes
Computer;US;454;5;Mon;15,5;0,99;Yes
Computer;US;18;7;Mon;15,51;0,99;Yes
Clothing/Accessories;EUR;519;5;Mon;19,06;1,23;Yes
Toys/Hobbies;US;3385;7;Sat;5,69;2,75;Yes
Antique/Art/Craft;US;2349;7;Fri;4,35;3,6;Yes
Antique/Art/Craft;US;2349;7;Tue;4,36;3,6;Yes
Antique/Art/Craft;US;2349;7;Fri;4,36;3,6;Yes
EverythingElse;GBP;232;3;Thu;7,12;7,12;Yes
Books;US;638;5;Mon;3,99;3,99;No
Health/Beauty;US;1155;7;Tue;3,99;3,99;No
Books;US;1809;7;Sun;3,99;3,99;No
Toys/Hobbies;US;3385;7;Sat;3,99;3,99;No
Toys/Hobbies;US;3385;7;Sat;3,99;3,99;Yes
Collectibles;US;3613;7;Sun;3,99;3,99;No
Clothing/Accessories;US;3613;7;Sun;3,99;3,99;No
Home/Garden;US;3613;7;Sun;3,99;3,99;No
Antique/Art/Craft;US;4390;7;Mon;3,99;3,99;No
Antique/Art/Craft;US;4390;7;Mon;3,99;3,99;No
Antique/Art/Craft;US;4390;7;Fri;3,99;3,99;No
Music/Movie/Game;US;9003;7;Mon;3,99;3,99;No
Music/Movie/Game;US;9003;7;Mon;3,99;3,99;No
Home/Garden;US;9003;7;Sat;3,99;3,99;No
Jewelry;US;25433;7;Mon;3,99;3,99;No
Jewelry;US;25433;7;Mon;3,99;3,99;No
Jewelry;US;25433;7;Mon;3,99;3,99;No
Jewelry;GBP;1180;7;Thu;14,28;3,57;Yes
Books;EUR;321;10;Wed;4,92;4,92;No
Home/Garden;EUR;1405;10;Mon;10,08;2,45;Yes
Business/Industrial;US;8101;3;Sun;16,5;0,99;Yes
Collectibles;US;3385;7;Sat;5,5;2,99;Yes
Antique/Art/Craft;US;2349;7;Tue;28,04;0,6;Yes
Jewelry;US;25433;7;Mon;4,25;3,99;Yes
SportingGoods;US;1266;7;Sun;4,25;4;Yes
Antique/Art/Craft;US;2349;7;Fri;4,81;3,6;Yes
Music/Movie/Game;EUR;1634;10;Wed;5,53;4,9;Yes
Antique/Art/Craft;US;2349;7;Fri;5,01;3,6;Yes
SportingGoods;US;27132;5;Mon;19,02;0,99;Yes
Collectibles;EUR;1545;10;Mon;11,68;2,45;Yes
Collectibles;EUR;1545;10;Fri;11,68;2,45;Yes
Home/Garden;GBP;53;7;Thu;17,4;3,55;Yes
Music/Movie/Game;US;123;7;Tue;6,5;3;Yes
Antique/Art/Craft;US;2349;7;Fri;5,5;3,6;Yes
Antique/Art/Craft;US;2349;7;Mon;5,51;3,6;Yes
Health/Beauty;US;1155;7;Sun;4,49;4,49;No
Antique/Art/Craft;US;4397;7;Sat;4,5;4,5;No
Computer;EUR;335;1;Thu;25,21;1,23;Yes
Electronics;EUR;5701;10;Mon;25,62;1,23;Yes
Home/Garden;EUR;739;3;Sat;12,9;2,45;Yes
Music/Movie/Game;EUR;205;7;Fri;12,91;2,45;Yes
Toys/Hobbies;EUR;996;7;Tue;12,91;2,45;Yes
Collectibles;EUR;1545;10;Mon;12,91;2,45;Yes
Collectibles;EUR;1545;10;Mon;12,91;2,45;Yes
Antique/Art/Craft;US;4390;7;Mon;5,27;3,99;Yes
Toys/Hobbies;US;3385;7;Sat;5,76;3,75;Yes
Antique/Art/Craft;US;2349;7;Tue;6,01;3,6;Yes
Books;US;650;7;Fri;4,85;4,5;Yes
Collectibles;US;337;7;Sun;5,5;3,99;Yes
Collectibles;EUR;442;7;Sun;27,4;1,23;Yes
Toys/Hobbies;US;3385;7;Sat;8,53;2,75;Yes
Clothing/Accessories;EUR;3375;10;Thu;14,76;2,46;No
Toys/Hobbies;US;3277;3;Sun;8,01;3;Yes
Health/Beauty;US;1059;5;Sat;4,95;4,95;No
Toys/Hobbies;US;3385;7;Sat;4,95;4,95;No
Toys/Hobbies;US;3385;7;Sat;4,95;4,95;No
Toys/Hobbies;US;3385;7;Sat;4,95;4,95;No
Jewelry;US;25433;7;Mon;4,95;4,95;No
Jewelry;US;25433;7;Mon;4,95;4,95;No
Toys/Hobbies;US;8100;1;Fri;4,99;4,99;No
SportingGoods;US;237;3;Sat;4,99;4,99;No
Clothing/Accessories;EUR;141;7;Thu;6,14;6,14;No
Music/Movie/Game;GBP;632;7;Thu;8,91;8,91;No
Music/Movie/Game;GBP;632;7;Thu;8,91;8,91;No
Health/Beauty;US;1155;7;Fri;4,99;4,99;No
Health/Beauty;US;1155;7;Fri;4,99;4,99;No
Health/Beauty;US;1155;7;Mon;4,99;4,99;No
Music/Movie/Game;US;3227;7;Sun;4,99;4,99;No
Antique/Art/Craft;US;4390;7;Mon;4,99;4,99;No
Antique/Art/Craft;US;4397;7;Fri;4,99;4,99;No
Music/Movie/Game;US;9003;7;Mon;4,99;4,99;No
Music/Movie/Game;US;9003;7;Mon;4,99;4,99;No
Music/Movie/Game;US;9003;7;Mon;4,99;4,99;No
Music/Movie/Game;EUR;351;10;Tue;6,14;6,14;No
Music/Movie/Game;GBP;365;10;Thu;8,91;8,91;No
Coins/Stamps;EUR;1017;10;Wed;6,14;6,14;No
Music/Movie/Game;EUR;1634;10;Mon;6,14;6,14;No
Collectibles;EUR;533;3;Thu;6,15;6,15;No
Home/Garden;US;326;5;Mon;5;5;No
Collectibles;EUR;1853;7;Fri;6,15;6,15;No
Music/Movie/Game;EUR;1853;7;Fri;6,15;6,15;No
Books;EUR;5;10;Wed;6,15;6,15;No
Antique/Art/Craft;EUR;18;10;Sun;6,15;6,15;Yes
Business/Industrial;EUR;756;10;Tue;6,15;6,15;No
Toys/Hobbies;EUR;765;10;Sat;6,15;6,15;No
Music/Movie/Game;EUR;1853;10;Tue;6,15;6,15;No
SportingGoods;US;1266;7;Mon;5,14;4,89;Yes
Antique/Art/Craft;US;2349;7;Mon;7;3,6;Yes
Home/Garden;EUR;730;3;Sat;31,01;1,23;Yes
Computer;US;454;3;Sat;26;0,99;Yes
Toys/Hobbies;EUR;996;7;Tue;15,99;2,45;Yes
Antique/Art/Craft;US;4390;7;Mon;6,5;3,99;Yes
Music/Movie/Game;US;9003;7;Mon;5,24;4,99;Yes
SportingGoods;US;1265;7;Fri;5,5;4,85;Yes
Antique/Art/Craft;US;2349;7;Tue;7,5;3,6;Yes
Home/Garden;EUR;1635;10;Fri;33,67;1,23;Yes
Collectibles;EUR;533;7;Fri;6,76;6,15;Yes
Business/Industrial;EUR;5701;10;Mon;33,83;1,23;Yes
